company_id,company,industry,confidence,reason,postings,example_titles,example_roles,example_queries
495,Honu Services,Consulting / Professional Services,high,Operations analyst in consulting context.,3,Operations Analyst with Security Clearance; Database Management Analyst with Security Clearance; Mid Database Management Analyst with Security Clearance,Operations Analyst; Database Role,operations analyst; database analyst
496,Horizontal Talent,Technology,high,Data analysis roles indicate tech focus.,5,Sr Data Analyst; Business/Data Analyst; Sr. Data Analyst; Business Analyst,Data Analyst; Business Analyst; Data Engineer,data analyst; business analyst; data engineer
497,Howmet Aerospace,Manufacturing,high,Aerospace manufacturing is clear.,1,Data Scientist,Data Scientist,data scientist
498,Hub International Insurance,Finance & Insurance,high,Insurance focus is evident.,1,Product Analyst,Product Analyst,product analyst
499,Huntington Ingalls Industries,Government / Public Sector,high,Operations analyst in government context.,1,Operations Analyst,Operations Analyst,operations analyst
500,Huntington National Bank,Finance & Insurance,high,Analytics in banking sector.,8,Product Analytics Manager Sr.; Regulatory Reporting Analyst 2052a,Analytics Manager; Reporting Analyst,analytics manager; reporting analyst
501,Hyundai Capital,Finance & Insurance,high,Automotive financial services focus.,1,Marketing Analytics Manager,Analytics Manager,analytics manager
502,I Mab Biopharma US Limited,Healthcare,high,Biopharma industry involvement.,1,"Senior Director, Investor Relations",Other Data/Analytics Role,market research analyst
503,INFICON,Manufacturing,medium,Supply chain analytics in manufacturing context.,1,Supply Chain Analytics Manager,Analytics Manager,analytics manager
504,INSPYR Solutions,Technology,high,IT and data analytics roles.,4,Data Scientist; Senior Data Scientist; Business Analyst; Senior Vulnerability Reporting Analyst,Data Scientist; Business Analyst; Reporting Analyst,data scientist; business analyst; reporting analyst
505,IO Datasphere,Technology,high,Web programming and IT focus.,1,Web Programmer,Other Data/Analytics Role,database analyst
506,IQVIA,Healthcare,high,Clinical project management in healthcare.,3,"Clinical Project, Feasibility Analytics Manager; Sr Market Research Analyst, Client Services",Analytics Manager; Market Research Analyst,analytics manager; market research analyst
507,"ISR Info Way, Inc.",Government / Public Sector,medium,Software for court system.,1,Software Engineer,Other Data/Analytics Role,database analyst
508,ISite Technologies Inc,Technology,high,Data engineering in IT sector.,1,Data Engineer,Data Engineer,data engineer
509,ITW,Energy / Utilities,medium,Manufacturing specialized industrial equipment.,1,Strategic Market Research Analyst,Market Research Analyst,market research analyst
510,Icon Protection,Finance & Insurance,high,Financial analysis in pricing.,1,Financial Analyst,Financial Analyst,financial analyst
511,Idealforce LLC,Technology,high,IT and business intelligence roles.,1,Business Intelligence/Data Analyst,Business Intelligence,business intelligence
512,Illumio,Technology,high,Cybersecurity and analytics focus.,1,Analyst Relations Manager,Other Data/Analytics Role,market research analyst
513,"Impact Confections, Inc.",Manufacturing,high,Candy manufacturing and financial roles.,1,Financial Analyst,Financial Analyst,financial analyst
514,Imperative Care,Healthcare,high,Data analytics in healthcare.,1,Sr Data Analytics Manager,Analytics Manager,analytics manager
515,In-House Health,Healthcare,medium,Business analysis in health services.,1,Business Analyst,Business Analyst,business analyst
516,InStride Health,Healthcare,high,Digital marketing for healthcare services.,1,Digital Marketing Analytics Manager,Analytics Manager,analytics manager
517,InVita Healthcare Technologies,Healthcare,high,Product analysis in healthcare technology.,1,Product Analyst,Product Analyst,product analyst
518,Incline P&C Group,Finance & Insurance,high,Insurance market focus.,1,Senior Financial Program Analyst,Financial Analyst,financial analyst
519,Incpg,Transportation / Logistics,medium,Sales analytics in logistics.,3,Sales Analytics Manager,Analytics Manager,analytics manager
520,Independence Pet Group,Healthcare,high,Pet health services and analytics.,2,Data Analytics Manager; Product Analyst,Analytics Manager; Product Analyst,analytics manager; product analyst
521,Indiana Packers Corporation,Other / Unknown,medium,Food production and analytics.,1,Data Analytics Manager,Analytics Manager,analytics manager
522,Indotronix International Corp,Technology,high,Data engineering in IT.,1,Databricks Data Engineer,Data Engineer,data engineer
523,"Infinite Computing Systems, Inc.",Healthcare,high,EHR systems integration in health.,1,Business Analyst,Business Analyst,business analyst
524,Infinite Tek Inc.,Finance & Insurance,medium,Banking analytics focus.,1,Data Analyst,Data Analyst,data analyst
525,"Infinitice, LLC",Technology,high,IT staff augmentation and analytics.,1,Business Analyst,Business Analyst,business analyst
526,InfoVision,Technology,high,Data engineering in IT.,1,Data Engineer/Analyst,Data Engineer,data engineer
527,"InfoVision, Inc.",Technology,high,Data engineering and analytics roles.,2,Data Engineer; Palantir Data Engineer,Data Engineer,data engineer
528,"Information Resource Group, Inc.",Government / Public Sector,medium,Software engineering for government.,1,Software Engineer,Other Data/Analytics Role,database analyst
529,Information Technology Engineering Corporation,Government / Public Sector,high,Support for DoD and Intelligence.,1,Database Administrator Architect 101967 with Security Clearance,Database Role,database analyst
530,Inhabit Iq,Real Estate,medium,Proptech software for property management.,1,IT System Support & Data Analyst,Other Data/Analytics Role,database analyst
531,Inizio Ignite,Consulting / Professional Services,high,Pharma market research and consulting.,1,Research Analyst,Market Research Analyst,market research analyst
532,Innosoul inc,Government / Public Sector,medium,Business analysis for government.,3,Business Analyst,Business Analyst,business analyst
533,"Innova Solutions, Inc",Technology,high,Market data analytics in IT.,5,Market Data Analyst; GIS Data Analyst; MongoDB Data Analyst; Business Analyst,Market Research Analyst; Data Analyst; Business Analyst,data analyst; business analyst
534,Insight Global,Technology,high,Data analytics across multiple sectors.,30,Data Analyst; Intelligence & Analytics Manager; Commercial Analytics Manager; Financial Analyst,Data Analyst; Analytics Manager; Financial Analyst; Operations Analyst,data analyst; analytics manager; financial analyst; operations analyst
535,Instasks App platform,Technology,high,Analytics in app development.,1,Analytics Manager,Analytics Manager,analytics manager
536,IntePros,Healthcare,high,Data engineering in healthcare.,1,Senior Data Engineer,Data Engineer,data engineer
537,Integra LifeSciences,Healthcare,high,HR analytics in healthcare.,1,HR People Analytics Manager,Analytics Manager,analytics manager
538,Integral Federal,Technology,high,Database programming in IT.,4,Database Analyst/Programmer; Programmer/Analyst,Database Role,database analyst
539,"Integrated Technology Strategies, Inc.",Technology,high,Business analysis in IT.,1,Business Analyst,Business Analyst,business analyst
540,Intellect Quest LLC,Technology,high,Data analysis in IT.,1,Data Analyst,Data Analyst,data analyst
541,Intellisoft Technologies,Technology,high,Business intelligence in IT.,1,Business Intelligence with QlikView Consultant,Business Intelligence,business intelligence
542,Intelliswift - An LTTS Company,Technology,high,Data engineering in IT.,1,Lead Data Engineer,Data Engineer,data engineer
543,Intelliswift Software Inc,Technology,high,Operations analysis in IT.,1,Pricing Operations Analyst,Operations Analyst,operations analyst
544,InterDent,Healthcare,high,Dental support services.,1,Sr. Data Analyst,Data Analyst,data analyst
545,InterSources Inc.,Healthcare,high,Data analysis in healthcare.,2,Data Analyst; IT Financial Analyst,Database Role; Financial Analyst,data analyst; financial analyst
546,Intercontinental Exchange,Finance & Insurance,high,Operations in financial markets.,2,Trade Operations Analyst; Senior Product Analyst,Operations Analyst; Product Analyst,operations analyst; product analyst
547,"International Logic Systems, Inc.",Government / Public Sector,high,Business analysis for federal initiatives.,1,Business Analyst,Business Analyst,business analyst
548,International Paper,Manufacturing,high,Financial analysis in manufacturing.,1,Financial Analyst,Financial Analyst,financial analyst
549,Interpret,Media / Entertainment,medium,Market research in gaming.,3,Market Research Intern-to-hire,Market Research Analyst,market research analyst
550,Intraedge,Technology,high,Data engineering in IT.,1,Data Engineer,Data Engineer,data engineer
551,Intrepid Prosperity,Government / Public Sector,high,Supports U.S. Special Operations Command.,1,Data Scientist,Data Scientist,data scientist
552,Intrepid Solutions and Services,Government / Public Sector,high,Supports military database projects.,1,Database Management Analyst II,Database Role,database analyst
553,"Intrepid Solutions and Services, LLC",Government / Public Sector,high,Supports military database projects.,1,Database Management Analyst II,Database Role,database analyst
554,Invest Puerto Rico,Nonprofit,high,Promotes investment in Puerto Rico.,1,Data & Reporting Analyst,Reporting Analyst,reporting analyst
555,Invictus,Government / Public Sector,high,Focus on drug-related crime analysis.,2,Counter Drug/Transnational Organized Crime Analyst with Security Clearance; Cryptocurrency Intelligence Analyst with Security Clearance,Other Data/Analytics Role,database analyst
556,Ipsos,Media / Entertainment,medium,Market research for strategic insights.,1,"Market Research Analyst, Creative Excellence",Market Research Analyst,market research analyst
557,J.B. Hunt,Transportation / Logistics,high,Sales role in logistics company.,1,Sales Development Representative,Other Data/Analytics Role,market research analyst
558,J.B. Hunt Transport,Transportation / Logistics,high,Sales role in logistics company.,2,Sales Development Representative,Other Data/Analytics Role,market research analyst
559,JM Eagle,Manufacturing,medium,Sales operations in manufacturing.,1,Sales Operations Analyst,Operations Analyst,operations analyst
560,JM Family,Technology,high,IT role in data visualization.,1,Visualization and Reporting Analyst,Reporting Analyst,reporting analyst
561,JPI,Government / Public Sector,high,Supports government process improvement.,1,Business Analyst,Business Analyst,business analyst
562,JPMorgan Chase,Finance & Insurance,high,Quant analytics in financial services.,9,"Quant Analytics Manager; Deposit Pricing & Analytics; Product Data and Analytics Manager, Vice President; 2027 Markets Summer Analyst Program",Analytics Manager; Market Research Analyst; Other Data/Analytics Role; Product Analyst,analytics manager; market research analyst; product analyst; reporting analyst
